fea_ind,fea_name,group,CHR,MAPINFO,gene_set,Lasso,ENet,SGLasso,SGLasso_rank,Pclogit,CDReg,CDReg_rank,diff_loc
10114,cg02725675,1114.0,4,114067059.0,ANK2,0.0,0.0,0.0,3382,0.0,0.02388698676929788,225,171218
10725,cg21514291,1188.0,5,5300241.0,ADAMTS16,0.0,0.0,0.0,3382,0.0,0.02388274164913348,226,1978
1543,cg21519202,150.0,1,44399534.0,ARTN,0.0,0.0,0.0,3382,0.0,0.0238810530123381,227,236
39459,cg04608146,4209.0,22,20792323.0,SCARF2,0.0,0.0,0.0,3382,0.0,0.02385006591443004,228,802
5185,cg21463349,569.0,2,119600948.0,EN1,0.0,0.0,0.0,3382,0.0,0.02384110682617822,229,1264
38653,cg13444581,4123.0,20,60815452.0,OSBPL2,0.0,0.0,0.0,3382,0.0,0.02381559787190589,230,22980
22075,cg24503261,2339.0,11,299629.0,IFITM5,0.0,0.0,0.0,3382,0.0,0.02380788038510624,231,775
22074,cg00369241,2339.0,11,299588.0,IFITM5,0.0,0.0,0.0,3382,0.0,0.02376623526857401,232,41
24230,cg09059880,2564.0,11,109295290.0,C11orf87,0.0,0.0,0.05059212141042212,1104,0.03610224525420257,0.0237480026478021,233,2115588
21535,cg23879831,2297.0,10,115478900.0,CASP7,0.0,0.0,0.0,3382,0.0,0.02365666185719706,234,610729
9734,cg21355059,1065.0,4,48742912.0,FRYL,0.0,0.0,0.0,3382,0.0,0.0235688723506508,235,6025
21388,cg11704582,2282.0,10,104814269.0,CNNM2,0.0,0.0,0.03703029649153238,1443,0.0,0.02356380153856134,236,15215
6913,cg17950580,767.0,3,14546405.0,GRIP2,0.0,0.0,0.0,3382,0.0,0.02355097304570498,237,17969
11182,cg08521176,1237.0,5,74147684.0,FAM169A,0.0,0.0,0.0,3382,0.0,0.02354055447528822,238,13872
37769,cg00532234,4025.0,20,20066644.0,CFAP61,0.0,0.0,0.0,3382,0.0,0.02352229563040353,239,122168
17171,cg11114923,1841.0,8,1501640.0,DLGAP2,0.0,0.0,0.0,3382,0.0,0.02352135768947234,240,114741
17345,cg21919729,1857.0,8,11719367.0,CTSB,0.135271753432513,0.1513165850364005,0.07656609778719244,708,0.0,0.02349705112302557,241,996
17593,cg09069499,1882.0,8,26216910.0,PPP2R2A,0.0,0.0,0.0,3382,0.0,0.02344792772281593,242,212787
19447,cg12499372,2088.0,9,113800507.0,LPAR1,0.0,0.0,0.0,3382,0.0,0.0234430897416344,243,402
39638,cg08381798,4229.0,22,29705045.0,GAS2L1,0.0,0.0,0.0,3382,0.0,0.02342943114531999,244,112
1540,cg20452714,150.0,1,44399069.0,ARTN,0.0,0.0,0.0,3382,0.0,0.02337437423323574,245,271
19343,cg02584975,2073.0,9,98029052.0,FANCC,0.0,0.0,0.0,3382,0.0,0.02331640595446175,246,22712
18097,cg04845579,1940.0,8,70378673.0,SULF1,0.0,0.0,0.0,3382,0.0,0.02317538713591587,247,429
22139,cg00423364,2348.0,11,850952.0,TSPAN4,0.0,0.0,0.0,3382,0.0,0.02312909790056861,248,5990
17347,cg08012294,1857.0,8,11723816.0,CTSB,0.0,0.0,0.0,3382,0.0,0.02310467026204972,249,2278
1544,cg02329117,150.0,1,44399770.0,ARTN,0.0,0.0,0.0,3382,0.0,0.02300089237959878,250,99
17170,cg04058153,1841.0,8,1496711.0,DLGAP2,0.0,0.0,0.0,3382,0.0,0.02295966317259366,251,4929
39633,cg10121508,4229.0,22,29702026.0,GAS2L1,0.0,0.0,0.0,3382,0.0,0.02295892889743561,252,12
21622,cg03075966,2305.0,10,120981763.0,GRK5,0.0,0.0,0.0,3382,0.0,0.02281386151702865,253,47215
2496,cg04101478,260.0,1,154986500.0,ZBTB7B,0.0,0.0,0.0,3382,0.0,0.02269859110096251,254,12
29625,cg05898398,3148.0,15,56201688.0,NEDD4,0.0,0.0,0.0,3382,0.0,0.02268838918583271,255,84887
26994,cg04902286,2862.0,13,36871878.0,C13orf38,0.0,0.0,0.04971177441083141,1125,0.007716259847034726,0.02266817823759894,256,65
39639,cg01259126,4229.0,22,29705157.0,GAS2L1,0.0,0.0,0.0,3382,0.0,0.02266322384096345,257,409997
4195,cg18418059,464.0,2,27712902.0,IFT172,0.007795700573057607,0.008248554236757235,0.0,3382,0.0,0.02264935104021374,258,30
38655,cg05676885,4123.0,20,60841548.0,OSBPL2,0.0,0.0,0.0,3382,0.0,0.02257071497445612,259,19357
36833,cg03563238,3897.0,19,33554763.0,RHPN2,0.0,0.0,0.0,3382,0.0,0.02256748524213545,260,1064
30770,cg26728422,3266.0,16,1429015.0,UNKL,0.0,0.0,0.0,3382,0.0,0.02256452559366796,261,24349
12333,cg23176889,1372.0,5,176863531.0,GRK6,0.0,0.0,0.0,3382,0.0,0.02254483300056078,262,25734
30768,cg27617724,3266.0,16,1416030.0,UNKL,0.0,0.0,0.0,3382,0.0,0.0225221503684255,263,23
6746,cg11171527,750.0,3,8810206.0,OXTR,0.0,0.0,0.01158296126736495,2624,0.0,0.02241612799602217,264,212200
6079,cg18259342,683.0,2,219184859.0,PNKD,0.0,0.0,0.0,3382,0.0,0.02237364444313623,265,2436
34162,cg26031036,3620.0,17,66495236.0,PRKAR1A,0.0,0.0,0.0,3382,0.0,0.02235822515498757,266,12516
9736,cg22152446,1065.0,4,48754953.0,FRYL,0.0,0.0,0.0,3382,0.0,0.02234654684681636,267,24968
25660,cg03913050,2722.0,12,57523013.0,LRP1,0.0,0.0,0.0,3382,0.0,0.02234300365056806,268,6376
10724,cg21644175,1188.0,5,5265006.0,ADAMTS16,0.0,0.0,0.0,3382,0.0,0.02232345002075014,269,35235
15105,cg24375364,1647.0,7,2755000.0,AMZ1,0.0,0.0,0.0,3382,0.0,0.02230292903978107,270,14681
12871,cg00464814,1416.0,6,16758889.0,ATXN1,0.0,0.0,0.0,3382,0.0,0.02229108407369682,271,522646
29624,cg09602650,3148.0,15,56189574.0,NEDD4,0.0,0.0,0.0,3382,0.0,0.02227269876486635,272,12114
17344,cg02088943,1857.0,8,11719079.0,CTSB,0.0,0.0,0.0,3382,0.0,0.0222323697556768,273,288
26561,cg26500143,2821.0,12,125470770.0,DHX37,0.0,0.0,0.0,3382,0.0,0.02221585518192023,274,3078
22073,cg09232564,2339.0,11,299545.0,IFITM5,0.0,0.0,0.0,3382,0.0,0.02215955666838381,275,43
1542,cg18465391,150.0,1,44399352.0,ARTN,0.0,0.0,0.0,3382,0.0,0.02215132793392739,276,182
23592,cg24924607,2497.0,11,67046900.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.02214706810865302,277,2312
23491,cg07404840,2483.0,11,64953725.0,CAPN1,0.0,0.0,0.0,3382,0.0,0.02213917293510784,278,22622
14754,cg08555556,1624.0,6,163730796.0,PACRG,0.0,0.0,0.0,3382,0.0,0.02212658536096989,279,2848339
16728,cg11387357,1809.0,7,139754751.0,PARP12,0.0,0.0,0.0,3382,0.0,0.02210319198185252,280,2166
13721,cg06196379,1507.0,6,41254885.0,TREM1,0.0,0.0,0.0,3382,0.0,0.02209083478777083,281,258281
27280,cg21448057,2896.0,13,84453836.0,SLITRK1,0.0,0.0,0.0,3382,0.0,0.02207046085790151,282,659
12898,cg09168695,1419.0,6,20484204.0,E2F3,0.0,0.0,0.0,3382,0.0,0.0220226692504852,283,100513
5676,cg14005211,629.0,2,171676925.0,GAD1,0.03423125413988175,0.03957502109993002,0.08556286189322485,636,0.04282500292770922,0.02202180262933738,284,15856
36834,cg18501264,3897.0,19,33555827.0,RHPN2,0.0,0.0,0.0,3382,0.0,0.02200969689263625,285,233
36926,cg23756236,3910.0,19,37825572.0,HKR1,0.0,0.0,0.03917830321793073,1384,0.0,0.02195286507377811,286,436
16729,cg14428587,1809.0,7,139756917.0,PARP12,0.0,0.0,0.0,3382,0.0,0.021866796310184,287,3458
16730,cg03873220,1809.0,7,139760375.0,PARP12,0.0,0.0,0.0,3382,0.0,0.02185981751007539,288,1016127
26995,cg26439710,2862.0,13,36871943.0,C13orf38,0.0004981951726830469,3.370175574806506e-05,0.04326833919572248,1280,0.0,0.0218470167118428,289,105
17343,cg16624891,1857.0,8,11717853.0,CTSB,0.0,0.0,0.0,3382,0.0,0.02181092301941101,290,1226
36923,cg05280698,3910.0,19,37825388.0,HKR1,0.0244590497370749,0.02086225297980767,0.02812685154597276,1761,0.0,0.02180669530029342,291,18
36836,cg04165428,3897.0,19,33556068.0,RHPN2,0.0,0.0,0.0,3382,0.0,0.02178542190786401,292,128032
30818,cg07643930,3273.0,16,2060265.0,ZNF598,0.0,0.0,0.01893048418774325,2193,0.0,0.02168935342440224,293,226130
21446,cg18514279,2289.0,10,108369835.0,SORCS1,0.0,0.0,0.005088189846223131,3013,0.0,0.02166995003179122,294,5292
37675,cg06075988,4014.0,20,9555141.0,PAK7,0.06321308800623042,0.09077816772224673,0.04247536449724593,1299,0.06150068347486836,0.02166786313160071,295,35664
2497,cg01782486,260.0,1,154986512.0,ZBTB7B,0.0,0.0,0.0,3382,0.0,0.02166435865880868,296,942246
4701,cg19490001,516.0,2,71212056.0,ANKRD53,0.0,0.0,0.0,3382,0.0,0.02165238575826765,297,101
12896,cg21438588,1419.0,6,20458535.0,E2F3,0.0,0.0,0.0,3382,0.0,0.02164625274706772,298,25324
1382,cg05180208,136.0,1,38219755.0,EPHA10,0.0,0.0,0.09936222904078025,532,0.0,0.0216148776793415,299,26
1541,cg06766307,150.0,1,44399340.0,ARTN,0.0,0.0,0.0,3382,0.0,0.02161329859561543,300,12
12869,cg08138574,1416.0,6,16748160.0,ATXN1,0.0,0.0,0.0,3382,0.0,0.02157582262284606,301,4920
36835,cg01580888,3897.0,19,33556060.0,RHPN2,0.0,0.0,0.0,3382,0.0,0.02149619445233551,302,8
34161,cg19207943,3620.0,17,66494330.0,PRKAR1A,0.0,0.0,0.0,3382,0.0,0.02144526894089852,303,906
38654,cg13612875,4123.0,20,60838432.0,OSBPL2,0.0,0.0,0.0,3382,0.0,0.0214427879437607,304,3116
36925,cg08565796,3910.0,19,37825455.0,HKR1,0.0,0.0,0.03337635851869983,1558,0.0,0.02142869456636138,305,117
12897,cg08628635,1419.0,6,20483859.0,E2F3,0.0,0.0,0.0,3382,0.0,0.0213913166276585,306,345
1408,cg16181943,138.0,1,39861185.0,MACF1,0.0,0.0,0.0,3382,0.0,0.02133182465440602,307,3012
26563,cg00910168,2821.0,12,125474021.0,DHX37,0.0,0.0,0.0,3382,0.0,0.02132467527502171,308,76329
6106,cg14078607,687.0,2,219746854.0,WNT10A,0.0,0.0,0.0,3382,0.0,0.02130919201964466,309,225
9822,cg25432696,1078.0,4,74702728.0,CXCL6,0.0,0.0,0.0,3382,0.0,0.02128978936228913,310,2
9737,cg02886077,1065.0,4,48779921.0,FRYL,0.0,0.0,0.0,3382,0.0,0.02122344162168149,311,4693541
12133,cg08566437,1349.0,5,161494500.0,GABRG2,0.0,0.0,0.0,3382,0.0,0.02122270563092728,312,211
21534,cg21935427,2297.0,10,115469094.0,CASP7,0.0,0.0,0.0,3382,0.0,0.02122040991817513,313,9806
21389,cg22749303,2282.0,10,104829484.0,CNNM2,0.0,0.0,0.03097369544916287,1640,0.0,0.02121465286762021,314,207263
10726,cg01881590,1188.0,5,5302219.0,ADAMTS16,0.08159573014981973,0.07767740844286171,0.0,3382,0.0,0.02118847532101439,315,1146871
21349,cg23223933,2277.0,10,103603292.0,KCNIP2,0.0,0.0,0.0,3382,0.0,0.02116368740730113,316,196
38222,cg21451869,4081.0,20,44636831.0,MMP9,0.0,0.0,0.0,3382,0.0,0.0211584523881503,317,88
19344,cg09394661,2073.0,9,98051764.0,FANCC,0.0,0.0,0.0,3382,0.0,0.02111936620583875,318,23728
16115,cg25914921,1740.0,7,77669867.0,MAGI2,0.0,0.0,0.04133089688276226,1330,0.0,0.02109235218356055,319,17844
19342,cg03635682,2073.0,9,97987490.0,FANCC,0.0,0.0,0.0,3382,0.0,0.02108839234252965,320,41562
23593,cg04731714,2497.0,11,67049212.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.02099213759434155,321,112
6110,cg14663607,687.0,2,219754816.0,WNT10A,0.0,0.0,0.0,3382,0.0,0.02097279792387375,322,2074
12129,cg07082726,1348.0,5,161277813.0,GABRA1,0.0,0.0,0.0,3382,0.0,0.02096422631526976,323,22245
12870,cg19563049,1416.0,6,16753080.0,ATXN1,0.0,0.0,0.0,3382,0.0,0.02088338007148301,324,5809
7029,cg26077378,779.0,3,21792857.0,ZNF385D,0.0,0.0,0.0,3382,0.0,0.02085353114908695,325,18
6104,cg19918230,687.0,2,219745647.0,WNT10A,0.0,0.0,0.0,3382,0.0,0.02082421822794945,326,101
9517,cg14157151,1045.0,4,22446238.0,ADGRA3,0.0,0.0,0.0,3382,0.0,0.02081879277762445,327,28914
16756,cg14671222,1814.0,7,149411256.0,KRBA1,0.0,0.0,0.0,3382,0.0,0.02081543854203932,328,121
17820,cg02388150,1908.0,8,41165699.0,SFRP1,0.0,0.0,0.03632835100629302,1459,0.0,0.02077658396520987,329,1388
9823,cg02187892,1078.0,4,74702730.0,CXCL6,0.0,0.0,0.0,3382,0.0,0.02077353951727487,330,51
11181,cg07607890,1237.0,5,74145773.0,FAM169A,0.0,0.0,0.0,3382,0.0,0.02075247003570376,331,1911
36922,cg10237978,3910.0,19,37825211.0,HKR1,0.0,0.0,0.0,3382,0.0,0.02064329317212579,332,177
20954,cg07263283,2234.0,10,73458450.0,CDH23,0.0,0.0,0.0,3382,0.0,0.02062199674169075,333,41515
36924,cg24834889,3910.0,19,37825406.0,HKR1,0.0,0.0,0.01835559695407248,2220,0.0,0.02061407902031028,334,49
23273,cg22705929,2456.0,11,57417974.0,YPEL4,0.0,0.0,0.0,3382,0.0,0.02048053824035664,335,2106588
23595,cg08615650,2497.0,11,67049363.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.02045005087110253,336,34
27823,cg17205324,2948.0,14,23835595.0,EFS,0.0,0.0,0.0,3382,0.0,0.02044793333526624,337,275
33660,cg10712561,3566.0,17,42392983.0,RUNDC3A,0.0,0.0,0.0,3382,0.0,0.02040758986605189,338,1904
6654,cg12163823,741.0,2,242673721.0,D2HGDH,0.0,0.0,0.0,3382,0.0,0.0203990560005635,339,6015
37822,cg09861917,4031.0,20,22566877.0,FOXA2,0.0,0.0,0.0,3382,0.0,0.02039458932340882,340,293
23594,cg19905880,2497.0,11,67049324.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.02037816812710058,341,39
6108,cg03630015,687.0,2,219747459.0,WNT10A,0.0,0.0,0.0,3382,0.0,0.02033672349023432,342,1300
10,cg19626656,1.0,1,1053027.0,C1orf159,0.0,0.0,0.4965845064277082,31,0.0,0.02032585763938919,343,55897
6107,cg12226023,687.0,2,219747079.0,WNT10A,0.0,0.0,0.0,3382,0.0,0.02031923176191996,344,380
29340,cg04087084,3107.0,15,33615837.0,RYR3,0.0,0.0,0.0,3382,0.0,0.02029669127918109,345,117345
9821,cg24774306,1078.0,4,74702713.0,CXCL6,0.0,0.0,0.0,3382,0.0,0.02029518032913124,346,15
23600,cg20397849,2497.0,11,67051709.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.02028495758176231,347,268
26998,cg20651988,2862.0,13,36872346.0,C13orf38,0.004570829820715091,0.009108449899012928,0.04562073829137667,1217,0.005139247661624532,0.02025869327500764,348,132255
12865,cg16509430,1416.0,6,16699516.0,ATXN1,0.0,0.0,0.0,3382,0.0,0.02025037116310288,349,475
23596,cg03837292,2497.0,11,67049397.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.02023354827220717,350,839
6769,cg00841408,753.0,3,9811940.0,CAMK1,0.0,0.0,0.02634555545078845,1831,0.0,0.02022163982906486,351,50
23597,cg15786972,2497.0,11,67050236.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.02021317360708235,352,275
36832,cg16468363,3897.0,19,33543282.0,RHPN2,0.0,0.0,0.0,3382,0.0,0.02020771065872692,353,11481
10914,cg10832005,1208.0,5,32710658.0,NPR3,0.0,0.0,0.0,3382,0.0,0.02019737688777768,354,157
19275,cg13873387,2066.0,9,91769311.0,SHC3,0.0,0.0,0.0,3382,0.0,0.02018705488091643,355,17353
26562,cg19461320,2821.0,12,125473848.0,DHX37,0.0,0.0,0.0,3382,0.0,0.02014189303733385,356,173
12131,cg04550524,1349.0,5,161494015.0,GABRG2,0.0,0.0,0.0,3382,0.0,0.0201388539812725,357,448
632,cg13457900,56.0,1,12147676.0,TNFRSF8,0.0,0.0,0.3330715080162993,99,0.0,0.02013215090197591,358,19395
14138,cg16105676,1555.0,6,108497424.0,NR2E1,0.0,0.0,0.0,3382,0.0,0.02009224736063496,359,571
11729,cg17833954,1301.0,5,135585625.0,TRPC7,0.0,0.0,0.0,3382,0.0,0.0200509355599288,360,115615
23605,cg13924996,2497.0,11,67053829.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.02004928172522703,361,16335
23599,cg25853005,2497.0,11,67050713.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.02004645442274931,362,996
18946,cg13883479,2028.0,9,574312.0,KANK1,0.0002361203705060606,0.0,0.02204441377265794,2007,0.03489840274738285,0.01999572424418982,363,40275
25659,cg03829973,2722.0,12,57522947.0,LRP1,0.0,0.0,0.0,3382,0.0,0.01998966573888043,364,66
13719,cg21328082,1507.0,6,41254471.0,TREM1,0.0,0.0,0.0,3382,0.0,0.01996855900436406,365,354
21373,cg01275830,2280.0,10,104211749.0,C10orf95,0.0,0.0,0.0,3382,0.0,0.01993336550974786,366,53100
23598,cg17243660,2497.0,11,67050511.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.01992367410701933,367,202
22202,cg00605470,2355.0,11,1776688.0,CTSD,0.0,0.0,0.0,3382,0.0,0.01990612723454256,368,3449
29122,cg14941975,3088.0,14,105892536.0,MTA1,0.0,0.0,0.0,3382,0.0,0.01989959277384033,369,6712
30191,cg09430461,3212.0,15,81487950.0,IL16,0.0,0.0,0.0,3382,0.0,0.01985060686640895,370,85479
1385,cg01967642,136.0,1,38229476.0,EPHA10,0.0,0.0,0.1063403667954772,500,0.0,0.01984376310822694,371,2404
39460,cg05328782,4209.0,22,20793125.0,SCARF2,0.0,0.0,0.0,3382,0.0,0.01982926166402583,372,67690
37676,cg07601967,4014.0,20,9590805.0,PAK7,0.0,0.0,0.0,3382,0.0,0.01982409477855122,373,227592
12136,cg03583264,1349.0,5,161495004.0,GABRG2,0.0,0.0,0.0,3382,0.0,0.01976240806763507,374,1369264
6103,cg19616815,687.0,2,219744449.0,WNT10A,0.0,0.0,0.0,3382,0.0,0.01973582465999396,375,1198
37674,cg11290628,4014.0,20,9554459.0,PAK7,0.0,0.0,0.01165046787124202,2622,0.0,0.01972974801838227,376,682
4020,cg00523161,442.0,2,11888753.0,LPIN1,0.09032595549466672,0.09462667103464147,0.4545777229464136,43,0.0989683236923386,0.01970849668361782,377,14408
17348,cg18787975,1857.0,8,11726094.0,CTSB,0.0,0.0,0.0,3382,0.0,0.01959922472699534,378,401
1973,cg04197986,193.0,1,76540226.0,ST6GALNAC3,0.0,0.0,0.0156069224863391,2375,0.0,0.01950673767306781,379,3
23602,cg21194066,2497.0,11,67052509.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.01949883269611598,380,147
670,cg13995010,60.0,1,13920051.0,PDPN,0.0,0.0,0.2818460473191406,141,0.0,0.01949482163228534,381,10735
4196,cg05377391,464.0,2,27712932.0,IFT172,0.0,0.0,0.0,3382,0.0,0.01948826928036599,382,54
38225,cg02310296,4081.0,20,44637358.0,MMP9,0.0,0.0,0.0,3382,0.0,0.01946914896112197,383,153
23489,cg13208011,2483.0,11,64948237.0,CAPN1,0.0,0.0,0.0,3382,0.0,0.01946413696947241,384,1641
20955,cg04304802,2234.0,10,73499965.0,CDH23,0.0,0.0,0.0,3382,0.0,0.01945978033555737,385,55224
38226,cg10505873,4081.0,20,44637511.0,MMP9,0.0,0.0,0.0,3382,0.0,0.01944418213523736,386,1006
10111,cg25293430,1114.0,4,113810918.0,ANK2,0.0,0.0,0.0,3382,0.0,0.019398700700598,387,8007
13720,cg09310966,1507.0,6,41254825.0,TREM1,0.0,0.0,0.0,3382,0.0,0.01938522591815827,388,60
23601,cg04407063,2497.0,11,67051977.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.01934282716473985,389,532
29083,cg22943329,3083.0,14,105071714.0,TMEM179,0.0,0.0,0.0,3382,0.0,0.01933475651021565,390,82843
34186,cg02788090,3624.0,17,70116681.0,SOX9,0.0,0.0,0.0,3382,0.0,0.01932379875243317,391,841
4541,cg26147678,498.0,2,61371880.0,C2orf74,5.610420919001253e-05,0.0,0.0,3382,0.0,0.01931441689226961,392,186
19341,cg18195172,2073.0,9,97955481.0,FANCC,0.0,0.0,0.0,3382,0.0,0.01930259030757281,393,32009
2239,cg06867486,227.0,1,110733063.0,SLC6A17,0.0,0.0,0.0,3382,0.0,0.01928861922767145,394,415042
17169,cg25955692,1841.0,8,1462903.0,DLGAP2,0.0,0.0,0.0,3382,0.0,0.01927298034321383,395,33808
26579,cg06613286,2823.0,12,128850903.0,TMEM132C,0.0,0.0,0.0,3382,0.0,0.01925570428984576,396,15795
666,cg18877506,60.0,1,13910555.0,PDPN,0.0,0.0,0.0,3382,0.0,0.019169529894545,397,14
8721,cg05726764,972.0,3,179399579.0,USP13,0.0,0.002351094420231711,0.08517970045273233,639,0.0,0.01912035110508779,398,260
12332,cg24805089,1372.0,5,176860947.0,GRK6,0.003440657303549957,0.0003116088686518126,0.01315202877861677,2531,0.0,0.01910709297793501,399,2584
38224,cg00732815,4081.0,20,44636981.0,MMP9,0.0,0.0,0.0,3382,0.0,0.01910000781086425,400,377
22093,cg19223782,2342.0,11,503807.0,RNH1,0.0,0.0,0.0,3382,0.0,0.01909838167078626,401,1123
12866,cg10297007,1416.0,6,16699991.0,ATXN1,0.0,0.0,0.0,3382,0.0,0.01906488244992426,402,13164
38227,cg20925811,4081.0,20,44638517.0,MMP9,0.0,0.0,0.0,3382,0.0,0.01905983222498877,403,914
23603,cg11973132,2497.0,11,67052656.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.01903682362958239,404,336
19258,cg17557530,2063.0,9,90193634.0,DAPK1,0.0,0.0,0.0,3382,0.0,0.01903384829566427,405,64020
25658,cg06160973,2722.0,12,57522813.0,LRP1,0.0,0.0,0.0,3382,0.0,0.01903380491558985,406,134
22140,cg09631059,2348.0,11,856942.0,TSPAN4,0.0,0.0,0.0,3382,0.0,0.0190195926718849,407,67585
7027,cg18503679,779.0,3,21792543.0,ZNF385D,0.0,0.0,0.0,3382,0.0,0.01901060564392414,408,141
18992,cg18677212,2032.0,9,3264870.0,RFX3,0.0,0.0,0.0,3382,0.0,0.01900913758377838,409,5519
33659,cg23168231,3566.0,17,42392692.0,RUNDC3A,0.0,0.0,0.0,3382,0.0,0.01900424936013777,410,291
20953,cg05854313,2234.0,10,73450016.0,CDH23,0.0,0.0,0.0,3382,0.0,0.01894818759887195,411,8434
25053,cg06362313,2640.0,12,6645287.0,GAPDH,0.0,0.0,0.0,3382,0.0,0.01893536572331507,412,284
17823,cg10406295,1908.0,8,41167113.0,SFRP1,0.0,0.0,0.0,3382,0.0,0.01892459177940727,413,165
18948,cg26277237,2028.0,9,631910.0,KANK1,0.0,0.0,0.0,3382,0.0,0.01891647602921248,414,18924
22094,cg20813589,2342.0,11,504930.0,RNH1,0.0,0.0,0.0,3382,0.0,0.01891520673313654,415,3040
39458,cg14998335,4209.0,22,20792255.0,SCARF2,0.0,0.0,0.0,3382,0.0,0.01882093791005046,416,68
11879,cg03906910,1318.0,5,142814388.0,NR3C1,0.0,0.0,0.0,3382,0.0,0.01881704105590729,417,2362570
39457,cg03448766,4209.0,22,20792243.0,SCARF2,0.0,0.0,0.0,3382,0.0,0.01881060904080455,418,12
36599,cg09265397,3865.0,19,15288799.0,NOTCH3,0.0,0.0,0.0,3382,0.0,0.01879399079602265,419,3976
23604,cg08670658,2497.0,11,67052992.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.01864751564642083,420,837
39631,cg07953152,4228.0,22,29601222.0,EMID1,0.0,0.0,0.0,3382,0.0,0.01863894991986083,421,3925
7928,cg11980016,875.0,3,96532859.0,EPHA6,0.0,0.0,0.0,3382,0.0,0.01861454678985856,422,431
21447,cg24147198,2289.0,10,108375127.0,SORCS1,0.0,0.0,0.0,3382,0.0,0.01860907550860748,423,376813
5438,cg09977333,598.0,2,149876935.0,KIF5C,0.0,0.0,0.0,3382,0.0,0.01858522480056991,424,308925
23590,cg01171193,2497.0,11,67037425.0,ADRBK1,0.0,0.0,0.0,3382,0.0,0.01857484397326876,425,4922
15846,cg24067003,1719.0,7,50358194.0,IKZF1,0.0,0.0,0.0,3382,0.0,0.018562713728051,426,22
1545,cg15962314,150.0,1,44399869.0,ARTN,0.0,0.0,0.0,3382,0.0,0.01854639350683124,427,1488
15844,cg10551353,1719.0,7,50357825.0,IKZF1,0.0,0.0,0.0,3382,0.0,0.01851112084970635,428,250
7617,cg02162166,848.0,3,59035931.0,C3orf67,0.0,0.0,0.0,3382,0.0,0.01850702792743018,429,129
20951,cg06753816,2234.0,10,73431820.0,CDH23,0.0,0.0,0.0,3382,0.0,0.01850562849113097,430,6171
12867,cg26579909,1416.0,6,16713155.0,ATXN1,0.0,0.0,0.0,3382,0.0,0.01850186398297756,431,16455
19633,cg13753351,2105.0,9,127134207.0,PSMB7,0.0,0.0,0.0,3382,0.0,0.01846716727599332,432,5904
17825,cg14904908,1908.0,8,41167660.0,SFRP1,0.0,0.0,0.0,3382,0.0,0.01844387560721994,433,13
37823,cg10003443,4031.0,20,22567170.0,FOXA2,0.0,0.0,0.0,3382,0.0,0.01843553168273539,434,461134
21351,cg20564892,2277.0,10,103603563.0,KCNIP2,0.0,0.0,0.0,3382,0.0,0.01843308083107302,435,659
22136,cg12464638,2348.0,11,844400.0,TSPAN4,0.0,0.0,0.0,3382,0.0,0.01841787011040082,436,136
10105,cg06842954,1113.0,4,111559066.0,PITX2,0.0,0.0,0.0,3382,0.0,0.01841152412019143,437,39
22135,cg04552852,2348.0,11,844390.0,TSPAN4,0.0,0.0,0.0,3382,0.0,0.01838735284075643,438,10
21533,cg16279471,2297.0,10,115464570.0,CASP7,0.0,0.0,0.0,3382,0.0,0.01838650484608124,439,4524
10723,cg16136054,1188.0,5,5235132.0,ADAMTS16,0.0,0.0,0.0643941476574944,857,0.0,0.01836455992029634,440,29874
14773,cg15551096,1626.0,6,166901788.0,RPS6KA2,0.0,0.0,0.0,3382,0.0,0.0183598665393629,441,19972
21277,cg02378183,2269.0,10,99474878.0,MARVELD1,0.0,0.0,0.0,3382,0.0,0.01835691326310973,442,63
7346,cg10959209,818.0,3,47169837.0,SETD2,0.0,0.0,0.0,3382,0.0,0.01830352881219989,443,741821
33661,cg20284120,3566.0,17,42394887.0,RUNDC3A,0.0,0.0,0.0,3382,0.0,0.01829839917967054,444,26488
25014,cg24084859,2635.0,12,6334066.0,CD9,0.0,0.0,0.0,3382,0.0,0.01829631938694985,445,85082
15845,cg22051760,1719.0,7,50358075.0,IKZF1,0.0,0.0,0.0,3382,0.0,0.01829261026804401,446,119
35921,cg02813298,3783.0,19,863136.0,CFD,0.0,0.0,0.0,3382,0.0,0.01828644637611314,447,90
23488,cg11834083,2483.0,11,64948214.0,CAPN1,0.0,0.0,0.0,3382,0.0,0.01827092880881281,448,23
4700,cg24573743,516.0,2,71211981.0,ANKRD53,0.0,0.0,0.0,3382,0.0,0.0182607320404715,449,75
11960,cg01804664,1328.0,5,149669414.0,CAMK2A,0.0,0.0,0.0,3382,0.0,0.01824025885110985,450,260
